date,news_count,1,2,avg_negative,avg_neutral,avg_positive
2025-05-20,2,"“가격 최대 30% 올리겠습니다”...TSMC 결정에 미소짓는 삼성전자, 왜? ||| 美공장 건설비용·관세 전가 의존도 큰 美 빅테크 후폭풍 엔비디아, 물량선점위해 찬성 삼성전자 반사이익 여부 주목","삼성전자, 전략 리더십 재정비 AI 중심 ‘뉴삼성’ 본격 시동 ||| 삼성전자가 다시 한번 중요한 갈림길에 섰다. 삼성의 ‘미래형 리더십’을 상징하던 한종희 부회장의 갑작스러운 유고 상황으로 조직의 방향성과 의사결정 구조 전반에 대한 고민이 불가피해졌기 때문이다. 모바일과 TV·가전을 아우르는 디바이스경험(DX) 부문을 총괄해온 중심축이 무너지자, 삼성은 곧바로 조직 안정화에 나섰다.",0.168,0.7315,0.101
